sentence,nouns,adjectives
신한슈퍼쏠 하나만 깔면 다 되는건줄 알았더니 은행 페이 다 따로 까는거에요?,"['슈퍼', '은행', '페이']",[]
뭐할라그러면 앱을 깔으라네,"['앱', '깔으라네']",[]
폰 두갠데 본폰에 설치 강요 키받네!?,"['폰', '설치', '강요', '키']",[]
번호 못바꾸게 막은거 보셈 틀니임?,"['번호', '셈', '틀니']",[]
있는거나 잘하지 왜자꾸 꾸역꾸역 뭘만드는지 귀찮아죽겠네 다른은행으로 갈아타던지해야지,['은행'],"['있다', '귀찮다']"
개별 앱에서 되던거 슈퍼솔에서는 안되네요.,"['개별', '앱', '슈퍼솔']",[]
도대체 이 어플은 왜 만든 겁니까 고객 속 뒤집어지게 하려는 신한의 농간인가요?,"['어플', '고객', '속', '농간']",[]
왜 다른은행도 그렇지만 신한은행은 유독 어플이 새로나오는거냐?,"['은행', '어플']",[]
항상 사용자가 새로 깔아야하는게 이해가 안된다.,"['사용자', '이해']",[]
처음부터 똑바로 만들던지 기존 어플 활용할 생각부터 해라,"['처음', '기존', '어플', '활용', '생각']",[]
주식창 보기 너무 불편하다,"['주식', '창', '불편']",[]
프로그램이 재대로 작동하지 않아요,"['프로그램', '재', '작동']",[]
은행 및 카드사용액 등의 모든 업무를 한가지 앱에서 해결할 수 있는 장점!,"['은행', '카드', '사용액', '업무', '앱', '해결', '장점']",['있다']
포인트 가많이적립돼요 연말에 계좌로송금신청즉시 입금해줘요,"['포인트', '적립', '연말', '계좌', '송금', '신청', '즉시', '입금']",[]
시작하기하는데 인증중간에 앱이꺼지네요..ㅡㅡ,"['시작', '인증', '중간', '앱']",[]
왜 신한인증서른 받아야하는건지 왜 신분증사진 찍어야하는지 이해안됨,"['인증', '신분증', '사진', '이해']",[]
쏠과 슈퍼쏠 둘다 만보기 물마시기가 안되네요,"['보기', '물']",[]
신한 sol에서 제공하던 운세가 없네요.,"['제공', '운세']",['없다']
이걸 써야될 이유가 있는지 모르겄네.,['이유'],[]
재미있는 게임하고 돈도 받아요!,"['게임', '돈']",['재미있다']
로그인 시 비밀번호 사용 가능하게 해주세요.,"['로그인', '시', '비밀번호', '사용', '가능']",[]
패턴 로그인시 패턴 안 보이게 해주세요.,"['패턴', '로그인', '패턴']",[]
한마디만 하겠습니다 왜 만들었나요 양두구육입니다 돈이 남아돌면 혜택을 더 주든가 기부를 하세요,"['마디', '돈', '혜택', '기부']",[]
결제 알림이 너무 너무 늦어요.,"['결제', '알림']",['늦다']
도대체 왜 바꾼거죠?????????,[],[]
"신한카드, 은행의 기능을 다 품지도 못해놓고 무슨 super 쏠 ㅡㅡ 카드 어플 은행 어플 결국 다시 다 깔아서 인증하느라 시간낭비 많이 함 절대 쓰지마셈","['은행', '기능', '카드', '어플', '은행', '어플', '인증', '시간', '낭비', '셈']",[]
업데이트 개선되니 더 편해요,"['업데이트', '개선']",['편하다']
포인트 입금받으려고하니까 이거 깔으라해서 쳐깔았더니 신분증촬영을하라네ㅡㅡ 그냥 전처럼 납두지 왜 이걸깔아야 입금이 되는데요 장난하나ㅋㅋ,"['포인트', '입금', '신분증', '촬영', '전', '납', '입금', '장난']",[]
통합되어서 편하네요~~!,['통합'],['편하다']
기동전문 오류 발생은 또 뭐에여??...,"['기동', '전문', '오류', '발생']",[]
신한슈퍼SOL 유용하게 잘 사용하고 있음다,"['슈퍼', '유용', '사용']",[]
신한 슈퍼sol 정말 편리하네요,"['슈퍼', '편리']",[]
좋아요 재밌고 쏠쏠한 앱테크 가능,"['앱', '테크', '가능']","['좋다', '재밌다', '쏠쏠하다']"
이체하려는데 친구/그룹은 어디갔나요?,"['이체', '친구', '그룹']",[]
당황해서 말이 안나오네요.,"['당황', '말']",[]
당장 은행을 바꿀 수는 없고 그냥 예전 앱으로 돌아갑니다.,"['당장', '은행', '예전', '앱']",['없다']
너무어려워요카드결제하기전에등록했어는데,"['카드', '결제', '전', '등록']",[]
아씨 뭔데 잘 쓰던 것 내버려두고 뭘 또 깔으래...하나나 똑바로 하세요.,"['아씨', '깔으래']",[]
좀.,[],[]
돈 싹 빼서 주거래 은행 바꾸던지 해야겠음.,"['돈', '거래', '은행']",[]
사용하기 편리하고 좋아요.,"['사용', '편리']",['좋다']
모든 사용자가 이용 가능하게 리뷰만 공개하는 것이 좋을 듯,"['사용자', '이용', '가능', '리뷰', '공개']",['좋다']
온라인 결제가 제대로 안돼요...,"['온라인', '결제']",[]
공인인증센터 등의 메뉴들이 안보이고 뭔가 불편하네요 아직은,"['공인', '인증', '센터', '메뉴', '불편']",[]
핸드폰 카드결제하면 결제창이 나오지도않고 무한 로딩 어쩌라는거냐??,"['핸드폰', '카드', '결제', '결제', '창', '무한']",[]
마켓에서 앱을 슈퍼 sol로 검색하면 안나와요.,"['마켓', '앱', '슈퍼', '검색']",[]
sol알리미가 슈퍼sol이네요.,"['알리미', '슈퍼']",[]
매년 신한딱지 붙은 어플들을 이상한 이름으로 바꿨다가 없앴다가 소비자의 피로만 누적시키네요.,"['신하', '딱지', '어플', '이상', '이름', '소비자', '피', '누적']",[]
뭐 위에 본부장 바뀌면 업적 쌓기 용인가요?,"['위', '본부장', '업적']",[]
아님 앱 만드는데로 돈이라도 빼돌리나 매년 사람 화딱지나게 만드네요.,"['앱', '돈', '사람', '화', '딱지']",[]
한가지로 통합되어 좋은거 같아요.,['통합'],"['좋다', '같다']"
도대체 넘어가질 않아요 신분증 인증창이 백지에서 안넘어가요,"['신분증', '인증', '창', '백지']",[]
전에 어플이 더 좋은거 같습니다.,"['전', '어플']","['좋다', '같다']"
지금 바꾸고 나서 더 어렵습니다.,[],[]
편리하게 되어 있어 좋아요,['편리'],['좋다']
슈퍼 SOL로 통합 되면서 신한은행 전체자산 보기 기능은 왜 없어졌조????,"['슈퍼', '통합', '은행', '전체', '자산', '보기', '기능']",['없다']
아무리 검사해도 안나오는데 바아러스가 1개 있다고 실행조차 안됩니다,"['검사', '바아러스', '실행']",[]
밸런스게임 포인트 왜 안줌???,"['밸런스', '게임', '포인트']",[]
다음주 월요일에 준다면서요 ㅋㅋㅋㅋㅋㅋ 포인트 날로 처먹게요 ???,"['다음', '주', '월요일', '포인트']",[]
이체할 때 패턴 이미지가 숨겨지지 않네요,"['이체', '때', '패턴', '이미지']",[]
대체 앱을 왜 이렇게 쪼개놓는건지...,['앱'],[]
불편하네요,['불편'],[]
슈퍼솔을 까니까 신한솔 은행어플 푸시 알림이 안오네요 그리고 슈퍼솔은 결제했다고 안내는 오는데 계좌잔액이 안보입니다 수정해주세요,"['슈퍼', '솔', '은행', '어플', '알림', '슈퍼', '솔', '결제', '안내', '계좌', '잔액', '수정']",[]
매우 훌륭합니다 지속적인 발전이 기대 됩니다,"['지속', '발전', '기대']",[]
사용하기 편하고 혜택도 많아요.,"['사용', '혜택']","['편하다', '많다']"
좋아요 항상 응원하고요 신한 찐팬입니다,"['응원', '찐팬']",['좋다']
휴대폰 본인인증말고 다른걸로도 본인인증하게 만들어주세요,"['휴대폰', '본인', '인증', '본인', '인증']",[]
앱만봐도 신한금융그룹 계열사 사일로 현상이 눈에보임.,"['앱', '계열사', '사이', '현상', '눈']",[]
계열 별 다 따로노니 어케저케 합친것 같은데 사용성이나 UI구조나 문구나 엉망 그 잡채...,"['계열', '구조', '문구', '엉망', '잡채']",['같다']
어쨌든 쓰려면 은행앱이랑 카드앱이랑 다 깔아야됨 도대체 뭐하러 만든건지 보여주기식 개 쓸모없는 앱,"['은행', '앱', '카드', '앱', '식', '개', '앱']",['쓸모없다']
통합앱 아님.,"['통합', '앱']",[]
결국 기존앱을 다 사용해야함.,"['결국', '기존', '앱', '사용']",[]
업뎃후 입금출금 알림 왜 안뜨나요 그냥 가만히 냅두지 하..,"['업뎃후', '입금', '출금', '알림']",[]
인증기능 한심한 답없는 어플,"['인증', '기능', '답', '어플']",['없다']
미성년자는 아직 사용이 불가능한가보네요..,"['미성년자', '사용', '가능']",[]
잘 므르겠습니다..,['므르'],[]
앱을 깔았는데 열리질 않아요.,['앱'],[]
삭제해도 똑같음..,['삭제'],['똑같다']
실망 휴대폰 교체했는데 다 새로 등록함 짜증,"['실망', '휴대폰', '교체', '등록', '짜증']",[]
매번 쓸데없는거 강제해서 기존 사용자들 불편하게 만드는데 1등,"['강제', '기존', '사용자', '불편']",['쓸데없다']
해외주재원 근무하는데 IP가 해외라고 시작도 못하게 만드는 국내용 앱,"['해외', '주재원', '근무', '해외', '시작', '국내', '앱']",[]
C8 서버 점검을 하면 점검을 한다고 공지하던가 이런 병3sin 같은 어플 운영이 어딨냐,"['서버', '점검', '점검', '공지', '병', '어플', '운영']","['같다', '어딨다']"
은행과 카드업무를 한 앱에서 확인할 수 있어서 좋습니다,"['은행', '카드', '업무', '앱', '확인']","['있다', '좋다']"
기존 쏠뱅크 쏠페이 에서 단점만 가져온듯 ㅋㅋㅋㅋ,"['기존', '뱅크', '쏠페이', '단점']",[]
빠르고 좋은것 같아요~^^,[],"['빠르다', '좋다', '같다']"
별한개도 아깝다 신한은 꺼져라,[],[]
한도제한계좌 1이라 삶이 너무 불편하다,"['한도', '제한', '계좌', '삶', '불편']",[]
좋아요.슈퍼솔 포인트 많이적립되요,"['슈퍼', '솔', '포인트', '적립', '되']",['좋다']
가입 완료후에도 재실행시 계속 본인확인 요청.,"['가입', '완료', '후', '실행', '계속', '본인', '확인', '요청']",[]
준비안된 앱.,"['준비', '앱']",[]
왜케 불편하냐 로그아웃 지멋대로 되고 공인인증 ㅈ빠지게 해야되고 홈페이지 관리 왜 이럼,"['불편', '로그', '아웃', '공인', '인증', '홈페이지', '관리']",[]
주식하기에는 예전 앱 더 좋은데 이거 왜 만든거임?,"['주식', '예전', '앱']",['좋다']
이거 만든사람 짤라야 하는거 아님?,['사람'],[]
편리하고 혜택 많아요 ~~,"['편리', '혜택']",['많다']
오늘 하루 사용 후 불편 및 오류 1.,"['오늘', '하루', '사용', '후', '불편', '오류']",[]
신한sol 트래블 엔화 입금 않됨 2.,"['엔화', '입금', '않됨']",[]
퇴직연금 기존 sol대비 수익율 보는곳을 못찾음,"['퇴직', '연금', '기존', '대비', '수익', '곳']",[]
가입을하려니깐이름쓰기가안되네요?어떻게해안하나요~,"['가입', '이름']",[]
사진인증 안되는거 역시나 똑같음,"['사진', '인증']",['똑같다']
기존 입출금 계산기 기능 다시 살려내라,"['기존', '입출금', '계산기', '기능']",[]
쉽고 편합니다,[],['편하다']
입출금 알림때 왜 잔액이 안나오게 바꼈나요 잔액보려고 쓰던 앱인데 잔액이 안나오니 불편합니다 개선 해주세요,"['입출금', '알림', '때', '잔액', '잔액', '앱', '잔액', '불편', '개선']",[]
아침부터 갑자기 기동전문 오류라면서 안들어가짐,"['아침', '기동', '전문', '오류']",[]
제발 좀 그만 바꿔...좀 적응 하려면 허구언날 바꾸고 난리야,"['적응', '허구', '어', '난리']",[]
무한로딩중ㅜㅜ 무슨 이따구앱이....깔리질 않네ㅜ 플립5,"['무한', '중', '앱', '플립']",[]
결국 페이랑 뱅크 앱이 필요함 올인원을 만드세요ㅡㅡ,"['뱅크', '앱', '필요', '올', '인원']",[]
포인트준다고 사기치고 온갖 마케팅동의해야 준다고 말 바꿈.사기꾼들..바로삭제,"['포인트', '마케팅', '동의', '말', '삭제']",[]
간편하고 주식 은행 한 어플로 관리가능해서 좋아요,"['주식', '은행', '어플', '관리', '가능']","['간편하다', '좋다']"
보는게 편해졌어요,[],['편하다']
본인인증 무한루프..,"['본인', '인증', '무한']",[]
금융조회만 계속..,"['금융', '조회']",[]
신용불량 만들기 프로젝트인가?,"['신용', '불량', '프로젝트']",[]
한눈에 정보를 볼수있어서 정말 좋아요,"['한눈', '정보']","['있다', '좋다']"
슈퍼SOL 역시 슈퍼하네요~~!!!!,"['슈퍼', '슈퍼']",[]
이따구로 할거면 왜 만든거고 출시 호들갑은 왜 떨었죠?,"['출시', '호들갑']",[]
잘쓰고있습니다~^-^* 추천합니다.,['추천'],[]
5시반에 쓴 알림이 7시넘어서 오는게 너무하네요.진짜,"['반', '알림']",[]
해외 ip라고 접속이 안되네요 그런데 다른 사람은 돼요 오류인가요?,"['해외', '접속', '사람', '오류']",[]
신한 슈퍼SOL 하나로 만세 통일 만족합니다,"['슈퍼', '만세', '통일', '만족']",[]
전 알리미 처럼 잔액과 사용내역 보기가 뭐 이렇게 블편해졌대여?,"['전', '알리미', '잔액', '사용', '내역']",[]
진짜 화가 다나네요,['화'],[]
아니 인증하는것도 안되고 아무것도 안되는데 왜 만들었는지 모르겟네요,['인증'],[]
쉽게 참여하기에는 불편한 점이 있네요.,"['참여', '불편', '점']",['있다']
한 눈에 모든 걸 볼 수 있어서 좋아요,['눈'],"['있다', '좋다']"
기분 좋네요 수퍼솔 화이팅!!!,"['기분', '수퍼', '솔']",['좋다']
슈퍼솔 최고입니다.신한은행 화이팅ㅇㅅㅇ,"['슈퍼', '솔', '최고']",[]
S-Oil 신한은행 지점에 업무있어 방문을 하였습니다 적금이 만기일 되었 비과세 대한 친절히 상세한 설명듣고 정기예금 하고 다시 적금을 신청하였습니다,"['지점', '업무', '방문', '적금', '만기일', '과세', '설명', '정기', '예금', '적금', '신청']",[]
제발 만보기 워치나 핏 지원 부탁드립니다...,"['워치', '핏', '지원', '부탁']",[]
"해외ip라고 진행이 안되는데, 아니 출장자들은 쓰지 말라는건가??","['해외', '진행', '출장']",[]
위닝캘린더 어디갔냐?,['캘린더'],[]
당장 똑바로 다 고쳐라+,[],[]
기존 앱은 삭제해도 슈퍼sol 에 기존 기능이 다 있어서 괜찮은가요?,"['기존', '앱', '삭제', '슈퍼', '기존', '기능']","['있다', '괜찮다']"
바이러스 검출되었다고 떠서 삭제함,"['바이러스', '검출', '삭제']",[]
천지인자판으로 입력시 오류가나서 이름입력이 안됩니다,"['천지인', '자판', '입력', '오류', '이름', '입력']",[]
너무 잘쓰고 있습니다.^^,[],[]
패턴인식 선안보이게 해주세요 요새 보안이 많이 중요하잖아요,"['패턴', '인식', '선', '보안', '중요']",[]
한눈에 신한을 만날수 있어 좋아요,['한눈'],"['있다', '좋다']"
만보 서비스가 연결 안됩니다.,"['서비스', '연결']",[]
아주 좋아요,[],['좋다']
왜 알림어플에 캡쳐가 안되게하는지는 의문 나머진 만족함,"['알림', '어플', '캡쳐가', '의문', '나머지', '만족']",[]
쏠보다 못한..,[],[]
거래시 왜 자꾸 오류가 뜨는지..,"['거래', '시', '오류']",[]
짜증,['짜증'],[]
자꾸 바이러스검출된다고 뜨는데 ㅡ ㅡ 이거 어쩌런거죠;;;;,"['바이러스', '검출']",[]
별 짜증나게ㅡㅡ가입을했는데 로그인을안하고 시작하기창만뜨냐ㅡㅡ,"['별', '짜증', '가입', '로그인', '시작', '창']",[]
카드사용 알림이 안 와요.,"['카드', '사용', '알림']",[]
확인 좀 해주세요.,['확인'],[]
앱깔고 들어가서 정보 입력 단계서 통신사 불일치 어쩌고 저쩌고 에러남,"['앱', '정보', '입력', '단계', '통신사', '일치', '에러']",[]
타금융기관에 비하여 개발이 잘되어있음~!!♡,"['타', '금융', '기관', '개발']",[]
너무 좋아요,[],['좋다']
터치결제 위젯지원 요청,"['터치', '결제', '지원', '요청']",[]
신한 알리미 사업자 계좌가 보이지 않음 전에쓰던 알리미 서비스보다 불편함,"['알리미', '사업자', '계좌', '전', '알리미', '서비스', '불편']",[]
통신사정보불일치래요 인증번호전송이안되요 가입진행불가예요 어떻게 해결좀해주세요,"['통신사', '정보', '일치', '인증', '번호', '전송', '가입', '진행', '불가', '해결']",[]
좋은것같아요,[],"['좋다', '같다']"
이걸 앱이라 만들었는지..,['앱'],[]
초기화를.몇번 하는거라는거야,['초기'],[]
아주아주 고마운 앱입니다.,['앱'],[]
이거있으면 신한 솔뱅크 앱 지워도되나요?,"['뱅크', '앱']",['있다']
갑자기 기동전문오류라고 뜹니다.,"['기동', '전문', '오류']",[]
왜 그런거죠?,[],[]
"설치시, 맥아피 백신 에서 바이러스 감염 앱으로 삭제됩니다.","['설치', '맥아', '백신', '바이러스', '감염', '앱', '삭제']",[]
모니모하고 비교가 안되네요 다채로워요!!!,['비교'],[]
행복해요,['행복'],[]
은행장님 추천이라고해서 했는데 이렇게하면 담당자는 욕을 안드셨을지 심히 걱정이 됩니다.,"['은행장', '추천', '담당자', '욕', '걱정']",[]
나아진 모습을 기대하겠습니다.,"['모습', '기대']",[]
자산관리 최애 앱,"['자산', '관리', '최애', '앱']",[]
엄청불편해요 카드할부 즉시결제 갚는건 어디있나요?ㅠ,"['불편', '카드', '할부', '즉시', '결제']",[]
알림뜰때 입출금내역에 잔액도 뜨게끔 해줬으면 하네요,"['알림', '때', '입출금', '내역', '잔액']",[]
통합되어 있어 이 앱으로 다 확인 가능,"['통합', '앱', '확인', '가능']",[]
다운로드가 안되요ㅜ뭐가 문제인지..ㅜ,"['다운로드', '문제']",[]
이전앱이 더 나아요 좋아진 점이 뭔지,"['이전', '앱', '점']",['좋다']
좋아요ᆢ오랜 고객ᆢ신뢰,"['고객', '신뢰']",['좋다']
좋아요 이렇게 좋을수가 없어요,[],"['좋다', '좋다', '없다']"
어플 대통합 이거 하나면 될거처럼 말해서 깔았더니 아주 주옥같네 진짜.,"['어플', '통합', '말', '주옥']",['같다']
신한 엿머거,[],[]
청약 통장 옮기기 기능좀 추가해주세요,"['청약', '통장', '기능', '추가']",[]
카드 결제하거나 취소한 내역 알람이 바로바로 안오고 한참있다가 오네요?,"['카드', '결제', '취소', '내역', '알람', '한참']",[]
돈 들어오고 나간 것좀 볼라니까 병X같은 것들이 요상하게 바꿔놔가지고 에휴,"['돈', '병']","['같다', '요상하다']"
처음이라서 그런지 사용이 어려움,"['처음', '사용']",[]
자세한설명감사,"['설명', '감사']",[]
신한 슈퍼SOL 👍,['슈퍼'],[]
이전 신한 라이프와는 무슨 차이인가요 ??,"['이전', '차이']",[]
간편성 ??,[],[]
좋아요 ^-^,[],['좋다']
편리하고 좋아요,['편리'],['좋다']
잘 사용중입니다 감사합니다,"['사용', '감사']",[]
신한이이벤트가 젤많긴한데 포인트나 커피경품은 국민에서 더먹음 ㅋ,"['신', '이벤트', '포인트', '커피', '경품', '국민']",['많다']
쓰기편함,[],['편하다']
음?,[],[]
안되는데요??,[],[]
첫화면에서 넘어가질않아요 ㅠ,['화면'],[]
기동전문 오류?..,"['기동', '전문', '오류']",[]
안열림,[],[]
인증단계에서 오류가 나며 앱을 이용못함,"['인증', '단계', '오류', '앱', '이용']",[]
내 금융자산 모든 걸 한눈에 볼 수 있어 너무 좋아요,"['금융', '자산', '한눈']","['있다', '좋다']"
아니 왜 인증번호가 안오나요 가입을 못하겠네요,"['인증', '번호', '가입']",[]
업뎃전엔 통장 잔액도 보여줫는데 업뎃후엔 안보여줌,"['엔', '통장', '잔액', '업뎃후']",[]
제발 작작 좀 깔라 하세요 신한껏만 몇 개를 깔라는거야,[],[]
바이라스가 잇다고 실행조차 되지 않아요......,['실행'],[]
참 좋아요~^^,[],['좋다']
아침을 활기차게 시작 할수 있어서 좋아요,"['아침', '시작']","['활기차다', '있다', '좋다']"
부탁받아서 깔긴했는데 왜 써야하는지 모르겠다,['부탁'],[]
계좌 인증 완료하는 순간 앱 종료되는 쓰레기앱 뭐 어쩌란거임,"['계좌', '인증', '완료', '순간', '앱', '종료', '쓰레기', '앱']",[]
좋고편합니다 많이 이용하세요,['이용'],"['좋다', '편하다']"
전화번호 인증부터 안됨!!!,"['전화번호', '인증']",[]
이제 설치는 되는데 가입 인증번호 발송이안됨..,"['설치', '가입', '인증', '번호', '발송']",[]
짜증나네 되지도않는데 왜 합쳐놨다고 다운받으라하고 사람번거롭게,"['짜증', '다운', '사람']",[]
재미와 즐거움이 있다,"['재미', '즐거움']",['있다']
만보기 포인트 너무 적음..,"['보기', '포인트']",['적다']
이벤트가 좋아요,['이벤트'],['좋다']
주식 연결 왜 한거?,"['주식', '연결']",[]
Ui개쓰레기 기존 어플 복구합니다,"['개', '쓰레기', '기존', '어플', '복구']",[]
재미있는 컨텐츠 입니다,['컨텐츠'],['재미있다']
슈퍼 sol 부팅화면 들어갈때 왜 뉴진스 안나오나요?,"['슈퍼', '부팅', '화면', '때', '뉴진스']",[]
금리가 높아서 좋음,['금리'],"['높다', '좋다']"
설치하래놓고 비대면인증이 안되서 구경도못하는주,"['설치', '대면', '인증', '구경', '주']",[]
슈퍼SOL 재미 있군요,"['슈퍼', '재미']",['있다']
설치하다가 짜증나서 지움,"['설치', '짜증']",[]
뭐이런 쓰레기가 다있냐!!!!,['쓰레기'],['있다']
가입을 몇번해야하냐@@@@,['가입'],[]
알림늦게올때 너무많음,"['알림', '때']","['늦다', '많다']"
진짜 이런걸 왜 만들었는지..,[],[]
최악의 불편함,"['최악', '불편']",[]
여러 앱들을 하나로 사용해서 좋아요.,"['앱', '사용']",['좋다']
듀얼심 사용자 전화번호 선택좀 하게 해주세요,"['듀얼', '심', '사용자', '전화', '번호', '선택']",[]
통신사 인증 안된다고 하는데 무엇이 문제인가요?,"['통신사', '인증', '문제']",[]
편하게 사용잘하고 있습니다,['사용'],[]
이벤트에 당했네요..,['이벤트'],[]
굳이 필요성은 못느낌,['필요'],[]
합쳐져있어서 보기 편하네요,[],['편하다']
슈퍼솔에서 퇴직연금 매수가안돼요 확인해주세요,"['슈퍼', '솔', '퇴직', '연금', '매수', '확인']",[]
고마워요^^,[],[]
기존 sol 과 이 슈퍼sol 의 차잇점이 뭔가요?,"['기존', '슈퍼', '차', '잇점']",[]
로그인이 계속 안되네요,['로그인'],[]
출석체크가 재미있어요.,"['출석', '체크']",['재미있다']
너무불편...,['불편'],[]
기존껄로 못바꾸나요,"['기존', '껄']",[]
알차고 재미있어요,[],"['알차다', '재미있다']"
은행 카드 증권 보험이 합쳐진 앱 잘쓰고 있습니다.,"['은행', '카드', '증권', '보험', '앱']",[]
아니 리뷰쓴게 삭제가됫네?ㅋㅋㅋ이제리뷰도지우나보네요?,"['리뷰', '삭제가됫네', '리뷰']",[]
원래대로돌려놓던가 20년넘게 신한썻는데 갈아타야할듯,['원래'],[]
편리하고 재미있어,['편리'],['재미있다']
매우 재미있고 흥미있네요,['흥미'],['재미있다']
걸음앱을 지울수가없어요,"['걸음', '앱']",['없다']
한그루 어플을 바이러스로 인식해서 신한슈퍼sol실행불가,"['어플', '바이러스', '인식', '신', '슈퍼', '실행', '불가']",[]
접속이 안됩니다,['접속'],[]
"이름 입력 ""용"" 안됨~~~","['이름', '입력', '용']",[]
이미 가입했는데 왜 자꾸 가입하라는건지...,"['가입', '가입']",[]
신한슈퍼솔 많은이벤트 기대할께요,"['슈퍼', '솔', '이벤트', '기대']",['많다']
최악 이걸 왜 다 모아놓은지 모르겠음,['최악'],[]
사용하기 편리하군요.,"['사용', '편리']",[]
완전 쓰레기 신분증 인식도 못하는대 먼~~ 성질나서 못하것네,"['쓰레기', '신분증', '인식', '성질']",[]
신한은행 앱이 몇개인가요?,['앱'],[]
진짜 불편하네요,['불편'],[]
재미있는 이벤트들이 많음,['이벤트'],"['재미있다', '많다']"
통합해서 일을 볼수 있으니 좋아요,"['통합', '일']","['있다', '좋다']"
앱 바뀐뒤로 상태 메롱임,"['앱', '뒤']",[]
신한 최고♥︎,['최고'],[]
거래하려하면 서비스지연 오류 몇일내내,"['거래', '서비스', '지연', '오류']",[]
아니..,[],[]
신한 어플 도대체 몇개를 만드는건지....,['어플'],[]
사용해보세요 좋아요,['사용'],['좋다']
계속 로그인 에러가 나요ㅡㅡ,"['로그인', '에러']",[]
슈퍼 SOL 화이팅 입니다,"['슈퍼', '화이팅']",[]
역시 은행권 top 회사임 혜택도 많고 고객지향적임,"['은행', '사임', '혜택', '고객', '지향']",['많다']
이거가지고 증권거래하면 난 못하겠다.,"['증권', '거래']",[]
여기돈 다 빼서 다른어플로 거래해야지,"['돈', '어플', '거래']",[]
기존께 훨씬 낫구만 뭐 이따구로 업뎃한겁니까?,"['기존', '업뎃']",[]
어쩌라는건지.,[],[]
"이리했다, 저리했다.",[],[]
머 노답이다.,['답'],[]
이건.,[],[]
ㅡㅡ,[],[]
설치가 안돼요..,['설치'],[]
기기 갤럭시 22인데요,['기기'],[]
전에 쓰던 어플이 결제가 훨씬 편합니다.,"['전', '어플', '결제']",['편하다']
굿입니다 너무너무 조으네요~~,"['굿', '조으']",[]
처음사용 해보는거라.,"['처음', '사용']",[]
카드랑 은행 합쳐져서 좋긴한데 은행 계좌 입금알림이 안오는데요,"['카드', '은행', '은행', '계좌', '입금', '알림']",['좋다']
포인트 주는게 있는지 몰랐어요 매일 이용해야겠네요^^,"['포인트', '이용']",[]
만들려면 좀 제대로 만들던지,[],[]
대형 메이저 은행에서 만든 것이라고 생각조차 못 하게 만드는 완성도 낮은 쓰레기 앱.,"['대형', '메이저', '은행', '생각', '완성도', '쓰레기', '앱']",['낮다']
사용성 평가도 거치지 않고 무식하게 만들어서 런칭한 관계자들의 질타가 필요함.,"['사용', '평가', '무식', '런칭', '관계자', '질타', '필요']",[]
클라우드 인증이니 되도 않는 시도 끝에 그냥 앱 삭제함.,"['클라우드', '인증', '되', '시도', '끝', '앱', '삭제']",[]
해커들이 얼마나 비웃을까?,['해커'],[]
조롱거에 전락해버린 메이져 은행의 민낯 그 잡채 ㅋ,"['조롱', '전락', '메이져', '은행', '민낯', '잡채']",[]
사용성이 오히려 더 불편해진것 같네요,"['사용', '불편']",['같다']
이거 설치안됨 나 말고 안되는 사람 많네,"['설치', '사람']",['많다']
편하고 좋아요~~^^,[],['좋다']
신영와코루 정말좋아하는브랜드입니다,['브랜드'],['좋다']
편리해서좋아요,['편리'],['좋다']
아직은 복잡해요,[],['복잡하다']
사용하기가 편해서 좋아요,['사용'],"['편하다', '좋다']"
접속이 무지 느림,['접속'],['느리다']
다ㆍ편하고ㆍ확실해요♡,[],"['편하다', '확실하다']"
굿 조아효 자주써보니 편해요,"['굿', '조아효']",['편하다']
결제하기 힘드네요 찾기힘듬,"['결제', '찾기힘듬']",['힘들다']
이용시 불편함이 없어요!,"['이용', '불편']",['없다']
가끔 오류 빼고 조아요,"['오류', '조아요']",[]
중복앱 좀 그만 만드세요,"['중복', '앱']",[]
주은행 잘 골랐습니다.,['은행'],[]
명동 신일빌딩 에서 신한카드 직원이 엘베에서 밀치고 사과도 안하거 가다 .,"['일', '빌딩', '직원', '엘베', '사과']",[]
"신카 직원들은 다 xx 가 없냐 , 이름 밝히기 전에 공개 사과 해라","['신', '카', '직원', '이름', '전', '공개', '사과']",['없다']
항상 감사합니다,['감사'],[]
이벤트가 많아서 좋다,['이벤트'],"['많다', '좋다']"
쓰라고 만들걸까 고객들 떨어져 나가라고 만들걸까 의문이 드는군요,"['고객', '의문']",[]
신한 슈퍼 울라트 SOL,"['슈퍼', '울라트']",[]
통장관리가 좋아졌어요,"['통장', '관리']",['좋다']
사용하기 편리,"['사용', '편리']",[]
업무 하는데 천년만년 걸리냐,"['업무', '천년만년']",[]
잼과 동시에 포인트 줍줍,"['동시', '포인트', '줍줍']",[]
공동인증서는 만들어야되는거 아니냐,"['공동', '인증서']",[]
다양함이 좋아요,[],['좋다']
너무 좋아요,[],['좋다']
기존 SOL뱅크 하고 차이점이 뭡니까?,"['기존', '뱅크', '차이점']",[]
재밋고혜택좋네요,"['재밋고', '혜택']",['좋다']
흩어져 있던 업무를 한곳에서 불 수 있어 좋아요,"['업무', '곳']","['있다', '좋다']"
사용할땨마다 로그인하라고 나오네요 ㅠㅠ,"['사용', '땨', '로그인']",[]
기동전문오류만 계속 나네,"['기동', '전문', '오류']",[]
입출금 메모 작성 필요합니다.,"['입출금', '메모', '작성', '필요']",[]
호호홓ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,['호호홓'],[]
